individual_ID,group_ID,treatment_ID,sex,food_provided_ww,food_provided_unit,bodymass_7th_instar_j0_ww,bodymass_7th_instar_j1_ww,bodymass_7th_instar_j2_ww,bodymass_7th_instar_j3_ww,bodymass_7th_instar_j3_dw,bodymass_7th_instar_j16_ww,bodymass_imago_ww,bodymass_imago_dw,bodymass_unit,tube_egestion_ID,empty_tube_egestion_mass,filled_tube_egestion_mass,tube_egestion_mass_unit,egestion_mass,egestion_mass_unit,tube_food_ID,empty_tube_food_mass,filled_tube_food_mass,tube_food_mass_unit,food_mass,food_mass_unit,seventh_instar_date,pre_pupa_date,pupa_date,first_collection_date,last_collection_date,number_collection_days,body_analysis,emergence,individual_removed,reason
231,58,4,,480,mg_ww/day,201.9,353.1,604.3,788,115.2,,,,mg,E-T4-G58-I231-CA,5550.5,5732.5,mg,,mg_dw,F-T4-G58-I231-CA,5568.7,5611.5,mg,,mg_dw,11/01/2022,,,12/01/2022,,,1,NA,,
232,58,4,M,480,mg_ww/day,283,510.2,753.8,939.9,,396.8,,,mg,E-T4-G58-I232-EP,5560.8,5772.9,mg,,mg_dw,F-T4-G58-I232-EP,5580,5588.9,mg,,mg_dw,11/01/2022,,18/01/2022,12/01/2022,,,0,,,
233,59,5,,900,mg_ww/day,350.6,655.6,920.2,1376.2,206.9,,,,mg,E-T5-G59-I233-CA,5573.3,5854.8,mg,,mg_dw,F-T5-G59-I233-CA,5563,5717.5,mg,,mg_dw,11/01/2022,,,12/01/2022,,,1,NA,,
234,59,5,M,900,mg_ww/day,213.7,428,640.9,971.7,,346.5,,,mg,E-T5-G59-I234-EP,5553.6,5775.9,mg,,mg_dw,F-T5-G59-I234-EP,5532.6,5785.4,mg,,mg_dw,11/01/2022,,18/01/2022,12/01/2022,,,0,,,
235,59,5,,900,mg_ww/day,211.1,415.4,702.3,935.1,140.7,,,,mg,E-T5-G59-I235-CA,5565.1,5748.7,mg,,mg_dw,F-T5-G59-I235-CA,5552.4,5857.8,mg,,mg_dw,11/01/2022,,,12/01/2022,,,1,NA,,
236,59,5,F,900,mg_ww/day,258.3,502.7,787.8,1188.6,,410.8,,,mg,E-T5-G59-I236-EP,5556.4,5811.1,mg,,mg_dw,F-T5-G59-I236-EP,5549,5742.4,mg,,mg_dw,11/01/2022,,18/01/2022,12/01/2022,,,0,,,
237,60,5,,900,mg_ww/day,223.8,459.1,735.4,1058.6,167.8,,,,mg,E-T5-G60-I237-CA,5563.5,5795.8,mg,,mg_dw,F-T5-G60-I237-CA,5563.3,5799.2,mg,,mg_dw,11/01/2022,,,12/01/2022,,,1,NA,,
238,60,5,M,900,mg_ww/day,217.9,467.4,709.8,1039.3,,380.1,,,mg,E-T5-G60-I238-EP,5567,5792.1,mg,,mg_dw,F-T5-G60-I238-EP,5547.5,5787.8,mg,,mg_dw,11/01/2022,,18/01/2022,12/01/2022,,,0,,,
239,60,5,,900,mg_ww/day,211.3,419.1,662.8,1004.3,144,,,,mg,E-T5-G60-I239-CA,5544.2,5753.6,mg,,mg_dw,F-T5-G60-I239-CA,5572.9,5852.7,mg,,mg_dw,11/01/2022,,,12/01/2022,,,1,NA,,
240,60,5,M,900,mg_ww/day,343.3,573.5,892.1,1271.2,,444.5,,,mg,E-T5-G60-I240-EP,5549.1,5782.9,mg,,mg_dw,F-T5-G60-I240-EP,5535.6,5738,mg,,mg_dw,11/01/2022,,18/01/2022,12/01/2022,,,0,,,
241,61,1,,120,mg_ww/day,180.8,233.3,293,352.9,50.4,,,,mg,E-T1-G61-I241-CA,5549.9,5596.7,mg,,mg_dw,F-T1-G61-I241-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
242,61,1,,120,mg_ww/day,255.9,308.7,362,407.3,,,,,mg,E-T1-G61-I242-EP,5544.9,5585.3,mg,,mg_dw,F-T1-G61-I242-EP,,,mg,,mg_dw,18/01/2022,,27/01/2022,19/01/2022,,,0,,,
243,61,1,,120,mg_ww/day,316.5,350.7,422.2,466.8,76.2,,,,mg,E-T1-G61-I243-CA,5534.6,5577.3,mg,,mg_dw,F-T1-G61-I243-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
244,61,1,,120,mg_ww/day,270.9,340.4,415.1,463.8,,,,,mg,E-T1-G61-I244-EP,5543.1,5571.1,mg,,mg_dw,F-T1-G61-I244-EP,,,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
245,62,1,,120,mg_ww/day,282.5,348.5,420.4,472.3,75.6,,,,mg,E-T1-G62-I245-CA,5569.2,5604.1,mg,,mg_dw,F-T1-G62-I245-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
246,62,1,,120,mg_ww/day,230.3,279.1,333.4,383.7,,,,,mg,E-T1-G62-I246-EP,5540.3,5582.9,mg,,mg_dw,F-T1-G62-I246-EP,,,mg,,mg_dw,18/01/2022,,27/01/2022,19/01/2022,,,0,,,
247,62,1,,120,mg_ww/day,224.4,289.6,340.9,406.5,70.4,,,,mg,E-T1-G62-I247-CA,5554.9,5587.8,mg,,mg_dw,F-T1-G62-I247-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
248,62,1,,120,mg_ww/day,268.8,327.8,389.5,442.6,,,,,mg,E-T1-G62-I248-EP,5561.6,5597.8,mg,,mg_dw,F-T1-G62-I248-EP,,,mg,,mg_dw,18/01/2022,,27/01/2022,19/01/2022,,,0,,,
249,63,2,,240,mg_ww/day,242,356.9,523.8,642.3,106.9,,,,mg,E-T2-G63-I249-CA,5525.4,5596.2,mg,,mg_dw,F-T2-G63-I249-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
250,63,2,,240,mg_ww/day,275.2,384,546.4,590.4,,,,,mg,E-T2-G63-I250-EP,5571.7,5652.7,mg,,mg_dw,F-T2-G63-I250-EP,,,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
251,63,2,,240,mg_ww/day,306.2,422.1,571.8,699.2,113,,,,mg,E-T2-G63-I251-CA,5571.2,5644.8,mg,,mg_dw,F-T2-G63-I251-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
252,63,2,,240,mg_ww/day,313.1,431.1,567.2,697.3,,,,,mg,E-T2-G63-I252-EP,5529.6,5599.8,mg,,mg_dw,F-T2-G63-I252-EP,,,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
253,64,2,,240,mg_ww/day,342.2,461.7,594.8,724.8,113.1,,,,mg,E-T2-G64-I253-CA,5544.4,5622.5,mg,,mg_dw,F-T2-G64-I253-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
254,64,2,,240,mg_ww/day,168.3,292.3,384.5,551.1,,,,,mg,E-T2-G64-I254-EP,5561.5,5644.2,mg,,mg_dw,F-T2-G64-I254-EP,5547.5,5553.8,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
255,64,2,,240,mg_ww/day,280.6,404.9,566.5,704,111.3,,,,mg,E-T2-G64-I255-CA,5551.8,5623.9,mg,,mg_dw,F-T2-G64-I255-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
256,64,2,,240,mg_ww/day,294.5,424.4,563.2,695.8,,,,,mg,E-T2-G64-I256-EP,5548.2,5620.7,mg,,mg_dw,F-T2-G64-I256-EP,,,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
257,65,3,,360,mg_ww/day,325.2,474.8,646.2,831.6,135.4,,,,mg,E-T3-G65-I257-CA,5556.9,5688.1,mg,,mg_dw,F-T3-G65-I257-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
258,65,3,,360,mg_ww/day,340.7,524.4,745.1,938.8,,,,,mg,E-T3-G65-I258-EP,5523.6,5638.9,mg,,mg_dw,F-T3-G65-I258-EP,,,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
259,65,3,,360,mg_ww/day,328.2,470.4,658.9,863.1,139.2,,,,mg,E-T3-G65-I259-CA,5550,5678.8,mg,,mg_dw,F-T3-G65-I259-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
260,65,3,,360,mg_ww/day,348.3,505.8,645.5,852.6,,,,,mg,E-T3-G65-I260-EP,5548.6,5695.2,mg,,mg_dw,F-T3-G65-I260-EP,,,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
261,66,3,,360,mg_ww/day,249.6,419.1,558.1,777.7,123.5,,,,mg,E-T3-G66-I261-CA,5540.7,5671.2,mg,,mg_dw,F-T3-G66-I261-CA,5567.5,5574.9,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
262,66,3,,360,mg_ww/day,317.1,478.3,678.9,893.3,,,,,mg,E-T3-G66-I262-EP,5558.3,5679.6,mg,,mg_dw,F-T3-G66-I262-EP,,,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
263,66,3,,360,mg_ww/day,340,495.6,710.4,938,154.3,,,,mg,E-T3-G66-I263-CA,5568.9,5685.1,mg,,mg_dw,F-T3-G66-I263-CA,,,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
264,66,3,,360,mg_ww/day,204,368.3,496.1,722.4,,,,,mg,E-T3-G66-I264-EP,5545,5670.1,mg,,mg_dw,F-T3-G66-I264-EP,5533,5548.3,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
265,67,4,,480,mg_ww/day,370.1,592.8,783.8,1089.1,164.7,,,,mg,E-T4-G67-I265-CA,5547.1,5722.5,mg,,mg_dw,F-T4-G67-I265-CA,5557.1,5569.4,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
266,67,4,,480,mg_ww/day,218.3,353.8,566.8,783.3,,,,,mg,E-T4-G67-I266-EP,5570,5721.4,mg,,mg_dw,F-T4-G67-I266-EP,5537.7,5604.7,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
267,67,4,,480,mg_ww/day,301.5,453.9,647.9,859.1,123.3,,,,mg,E-T4-G67-I267-CA,5551.2,5724.1,mg,,mg_dw,F-T4-G67-I267-CA,5553.5,5600.3,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
268,67,4,,480,mg_ww/day,356.6,575.7,769.2,966.4,,,,,mg,E-T4-G67-I268-EP,5549.2,5745.5,mg,,mg_dw,F-T4-G67-I268-EP,5531.1,5544.7,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
269,68,4,,480,mg_ww/day,194.8,373.5,580.3,784.4,116.8,,,,mg,E-T4-G68-I269-CA,5531.8,5704.2,mg,,mg_dw,F-T4-G68-I269-CA,5567.7,5615.7,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
270,68,4,,480,mg_ww/day,256.4,426.3,640,830.7,,,,,mg,E-T4-G68-I270-EP,5569.9,5738.3,mg,,mg_dw,F-T4-G68-I270-EP,5559,5606.3,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
271,68,4,,480,mg_ww/day,242,405.9,612.7,791.5,118.7,,,,mg,E-T4-G68-I271-CA,5534.5,5709.4,mg,,mg_dw,F-T4-G68-I271-CA,5548.1,5595.4,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
272,68,4,,480,mg_ww/day,253.5,467.1,698,944.2,,,,,mg,E-T4-G68-I272-EP,5553.5,5722.9,mg,,mg_dw,F-T4-G68-I272-EP,5538.9,5566,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
273,69,5,,900,mg_ww/day,220,363.6,626.8,931.2,139.3,,,,mg,E-T5-G69-I273-CA,5559.7,5742,mg,,mg_dw,F-T5-G69-I273-CA,5550.4,5866,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
274,69,5,,900,mg_ww/day,204.4,344.4,603.8,891.2,,,,,mg,E-T5-G69-I274-EP,5561.2,5751.3,mg,,mg_dw,F-T5-G69-I274-EP,5552.5,5863.8,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
275,69,5,,900,mg_ww/day,317.4,527.1,852.4,1342.6,200,,,,mg,E-T5-G69-I275-CA,5528.4,5784.4,mg,,mg_dw,F-T5-G69-I275-CA,5528.1,5706.6,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
276,69,5,,900,mg_ww/day,276.7,426.6,693.7,1019.4,,,,,mg,E-T5-G69-I276-EP,5513.1,5695.8,mg,,mg_dw,F-T5-G69-I276-EP,5559.3,5864.4,mg,,mg_dw,18/01/2022,,25/01/2022,19/01/2022,,,0,,,
277,70,5,,900,mg_ww/day,263.5,483.8,801,1116.7,175.8,,,,mg,E-T5-G70-I277-CA,5563.2,5802.3,mg,,mg_dw,F-T5-G70-I277-CA,5535.5,5751.7,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
278,70,5,,900,mg_ww/day,185.6,327,602.2,885.5,,,,,mg,E-T5-G70-I278-EP,5537.6,5718.7,mg,,mg_dw,F-T5-G70-I278-EP,5551.8,5886.2,mg,,mg_dw,18/01/2022,,26/01/2022,19/01/2022,,,0,,,
279,70,5,,900,mg_ww/day,227.5,384.6,612.3,935.2,145.7,,,,mg,E-T5-G70-I279-CA,5546.2,5750.7,mg,,mg_dw,F-T5-G70-I279-CA,5573.7,5871.4,mg,,mg_dw,18/01/2022,,,19/01/2022,,,1,NA,,
280,70,5,,900,mg_ww/day,165.7,245.2,391.9,526.7,,,,,mg,E-T5-G70-I280-EP,5532.3,5631.7,mg,,mg_dw,F-T5-G70-I280-EP,5570.4,6040.4,mg,,mg_dw,18/01/2022,,NA,19/01/2022,,,0,,,
281,71,1,,120,mg_ww/day,253.7,306,355.3,401.3,74.1,,,,mg,E-T1-G71-I281-CA,5533.7,5566.9,mg,,mg_dw,F-T1-G71-I281-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
282,71,1,,120,mg_ww/day,323,359.5,414.7,484.7,,,,,mg,E-T1-G71-I282-EP,5532.4,5577.5,mg,,mg_dw,F-T1-G71-I282-EP,,,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
283,71,1,,120,mg_ww/day,216.5,269.1,324.9,383.8,64.4,,,,mg,E-T1-G71-I283-CA,5546.6,5584.8,mg,,mg_dw,F-T1-G71-I283-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
284,71,1,,120,mg_ww/day,289.7,346.2,396.9,451.8,,,,,mg,E-T1-G71-I284-EP,5546.5,5590.2,mg,,mg_dw,F-T1-G71-I284-EP,,,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
285,72,1,,120,mg_ww/day,235.9,283.6,353.3,425.5,67.4,,,,mg,E-T1-G72-I285-CA,5522.5,5562.7,mg,,mg_dw,F-T1-G72-I285-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
286,72,1,,120,mg_ww/day,386.7,402.4,460.6,517.8,,,,,mg,E-T1-G72-I286-EP,5561.1,5609.7,mg,,mg_dw,F-T1-G72-I286-EP,,,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
287,72,1,,120,mg_ww/day,356.7,397.1,432,482.9,73.7,,,,mg,E-T1-G72-I287-CA,5537.4,5583.8,mg,,mg_dw,F-T1-G72-I287-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
288,72,1,,120,mg_ww/day,230.3,286,361.9,413.4,,,,,mg,E-T1-G72-I288-EP,5539.5,5568,mg,,mg_dw,F-T1-G72-I288-EP,,,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
289,73,2,,240,mg_ww/day,284.7,407.7,522.9,668.7,97.5,,,,mg,E-T2-G73-I289-CA,5548.3,5637.2,mg,,mg_dw,F-T2-G73-I289-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
290,73,2,,240,mg_ww/day,302.7,433.1,576.1,716.2,,,,,mg,E-T2-G73-I290-EP,5534.8,5604.4,mg,,mg_dw,F-T2-G73-I290-EP,,,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
291,73,2,,240,mg_ww/day,335.6,446.2,583.3,721.9,120.1,,,,mg,E-T2-G73-I291-CA,5572,5648.6,mg,,mg_dw,F-T2-G73-I291-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
292,73,2,,240,mg_ww/day,285.9,404.3,525.5,644.4,,,,,mg,E-T2-G73-I292-EP,5545.6,5626.2,mg,,mg_dw,F-T2-G73-I292-EP,,,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
293,74,2,,240,mg_ww/day,298.4,401.4,555.3,680.5,105.6,,,,mg,E-T2-G74-I293-CA,5548.7,5633.4,mg,,mg_dw,F-T2-G74-I293-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
294,74,2,,240,mg_ww/day,151.6,238.9,364.8,509.9,,,,,mg,E-T2-G74-I294-EP,5562.4,5644.6,mg,,mg_dw,F-T2-G74-I294-EP,5529,5552.4,mg,,mg_dw,25/01/2022,,03/02/2022,26/01/2022,,,0,,,
295,74,2,,240,mg_ww/day,234.4,352.1,496.6,638.4,96.9,,,,mg,E-T2-G74-I295-CA,5549.5,5626.8,mg,,mg_dw,F-T2-G74-I295-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
296,74,2,,240,mg_ww/day,358.5,485.4,628.6,771.9,,,,,mg,E-T2-G74-I296-EP,5570.1,5647.1,mg,,mg_dw,F-T2-G74-I296-EP,,,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
297,75,3,,360,mg_ww/day,289.5,455.2,659.4,867.8,127.1,,,,mg,E-T3-G75-I297-CA,5561.5,5689.1,mg,,mg_dw,F-T3-G75-I297-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
298,75,3,,360,mg_ww/day,156.5,325,470.9,605.1,,,,,mg,E-T3-G75-I298-EP,5554,5685.3,mg,,mg_dw,F-T3-G75-I298-EP,5556.8,5583,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
299,75,3,,360,mg_ww/day,370.5,537.4,740.7,950.2,142.5,,,,mg,E-T3-G75-I299-CA,5530.4,5655.3,mg,,mg_dw,F-T3-G75-I299-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
300,75,3,,360,mg_ww/day,324.4,492.2,690.7,919.4,,,,,mg,E-T3-G75-I300-EP,5537.9,5652.7,mg,,mg_dw,F-T3-G75-I300-EP,,,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
301,76,3,,360,mg_ww/day,263.7,436.5,558.4,743.3,114.8,,,,mg,E-T3-G76-I301-CA,5529.9,5675.5,mg,,mg_dw,F-T3-G76-I301-CA,5553.7,5558.4,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
302,76,3,,360,mg_ww/day,331.5,500.8,635.4,858.7,,,,,mg,E-T3-G76-I302-EP,5537.2,5672.1,mg,,mg_dw,F-T3-G76-I302-EP,,,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
303,76,3,,360,mg_ww/day,342.5,491.1,684,874.2,136.5,,,,mg,E-T3-G76-I303-CA,5545,5669.5,mg,,mg_dw,F-T3-G76-I303-CA,,,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
304,76,3,,360,mg_ww/day,259.6,446.8,582.4,793.2,,,,,mg,E-T3-G76-I304-EP,5587.3,5732.2,mg,,mg_dw,F-T3-G76-I304-EP,5563,5565.8,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
305,77,4,,480,mg_ww/day,305.7,574.6,795,996.4,126.4,,,,mg,E-T4-G77-I305-CA,5549.8,5756.8,mg,,mg_dw,F-T4-G77-I305-CA,5570.4,5575.8,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
306,77,4,,480,mg_ww/day,283.2,464.8,687.1,936.9,,,,,mg,E-T4-G77-I306-EP,5565,5744.4,mg,,mg_dw,F-T4-G77-I306-EP,5519.7,5546.4,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
307,77,4,,480,mg_ww/day,221.8,401.9,614.6,816.9,127,,,,mg,E-T4-G77-I307-CA,5546.2,5723.6,mg,,mg_dw,F-T4-G77-I307-CA,5544.3,5580.2,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
308,77,4,,480,mg_ww/day,366.3,533.5,763.6,1029.2,,,,,mg,E-T4-G77-I308-EP,5546.6,5718.6,mg,,mg_dw,F-T4-G77-I308-EP,5549.1,5578,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
309,78,4,,480,mg_ww/day,219.7,402.6,613.6,770,112.9,,,,mg,E-T4-G78-I309-CA,5544.4,5729.9,mg,,mg_dw,F-T4-G78-I309-CA,5550.5,5593.6,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
310,78,4,,480,mg_ww/day,315.5,499.5,713.3,881.2,,,,,mg,E-T4-G78-I310-EP,5547.1,5759.2,mg,,mg_dw,F-T4-G78-I310-EP,5540.1,5559.1,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
311,78,4,,480,mg_ww/day,302.1,485.9,696.3,904,135.9,,,,mg,E-T4-G78-I311-CA,5524.6,5712.2,mg,,mg_dw,F-T4-G78-I311-CA,5568.2,5594.8,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
