individual_ID,group_ID,treatment_ID,sex,food_provided_ww,food_provided_unit,bodymass_7th_instar_j0_ww,bodymass_7th_instar_j1_ww,bodymass_7th_instar_j2_ww,bodymass_7th_instar_j3_ww,bodymass_7th_instar_j3_dw,bodymass_7th_instar_j16_ww,bodymass_imago_ww,bodymass_imago_dw,bodymass_unit,tube_egestion_ID,empty_tube_egestion_mass,filled_tube_egestion_mass,tube_egestion_mass_unit,egestion_mass,egestion_mass_unit,tube_food_ID,empty_tube_food_mass,filled_tube_food_mass,tube_food_mass_unit,food_mass,food_mass_unit,seventh_instar_date,pre_pupa_date,pupa_date,first_collection_date,last_collection_date,number_collection_days,body_analysis,emergence,individual_removed,reason
312,78,4,,480,mg_ww/day,271.5,461.5,696.5,927.8,,,,,mg,E-T4-G78-I312-EP,5562.6,5747.3,mg,,mg_dw,F-T4-G78-I312-EP,5556.4,5588.3,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
313,79,5,,900,mg_ww/day,105.5,123.5,124.5,118,19.4,,,,mg,E-T5-G79-I313-CA,5517.1,5518,mg,,mg_dw,F-T5-G79-I313-CA,5561.3,6228.7,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,1,did not eat
314,79,5,,900,mg_ww/day,415.7,619,917.3,1369.1,,,,,mg,E-T5-G79-I314-EP,5560,5809.4,mg,,mg_dw,F-T5-G79-I314-EP,5538.6,5730.9,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
315,79,5,,900,mg_ww/day,297.8,468.5,764.1,1061.8,174.6,,,,mg,E-T5-G79-I315-CA,5553.7,5780.2,mg,,mg_dw,F-T5-G79-I315-CA,5553.7,5813,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
316,79,5,,900,mg_ww/day,291.4,522.2,717.3,1137.1,,,,,mg,E-T5-G79-I316-EP,5539.9,5773,mg,,mg_dw,F-T5-G79-I316-EP,5552.5,5782.7,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
317,80,5,,900,mg_ww/day,224.2,401.5,596.7,931.1,141.2,,,,mg,E-T5-G80-I317-CA,5551.2,5729.6,mg,,mg_dw,F-T5-G80-I317-CA,5560.2,5900.4,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
318,80,5,,900,mg_ww/day,334.8,555.7,919.6,1217.5,,,,,mg,E-T5-G80-I318-EP,5562.3,5868.4,mg,,mg_dw,F-T5-G80-I318-EP,5550,5691.9,mg,,mg_dw,25/01/2022,,01/02/2022,26/01/2022,,,0,,,
319,80,5,,900,mg_ww/day,355.4,624.3,948.2,1318.7,214.8,,,,mg,E-T5-G80-I319-CA,5563.4,5865.6,mg,,mg_dw,F-T5-G80-I319-CA,5562.6,5678.7,mg,,mg_dw,25/01/2022,,,26/01/2022,,,1,NA,,
320,80,5,,900,mg_ww/day,160.2,285.3,393.4,569.3,,,,,mg,E-T5-G80-I320-EP,5544.9,5649.7,mg,,mg_dw,F-T5-G80-I320-EP,5553.1,6030.1,mg,,mg_dw,25/01/2022,,02/02/2022,26/01/2022,,,0,,,
321,81,1,,120,mg_ww/day,325.5,386.3,437.3,490.1,76,,,,mg,E-T1-G81-I321-CA,5555.8,5594.8,mg,,mg_dw,F-T1-G81-I321-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
322,81,1,,120,mg_ww/day,332.3,391,450.1,509,,,,,mg,E-T1-G81-I322-EP,5544.7,5571,mg,,mg_dw,F-T1-G81-I322-EP,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,0,,,
323,81,1,,120,mg_ww/day,347.4,405.8,445,501.6,81,,,,mg,E-T1-G81-I323-CA,5563,5603.6,mg,,mg_dw,F-T1-G81-I323-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
324,81,1,,120,mg_ww/day,352.1,406.2,446.2,513.1,,,,,mg,E-T1-G81-I324-EP,5551.2,5585.2,mg,,mg_dw,F-T1-G81-I324-EP,,,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
325,82,1,,120,mg_ww/day,386.2,442.3,498.3,541.8,80.7,,,,mg,E-T1-G82-I325-CA,5554.5,5595.4,mg,,mg_dw,F-T1-G82-I325-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
326,82,1,,120,mg_ww/day,310.9,369.4,429.8,490.8,,,,,mg,E-T1-G82-I326-EP,5534.2,5565.7,mg,,mg_dw,F-T1-G82-I326-EP,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,0,,,
327,82,1,,120,mg_ww/day,240.9,299.4,359.5,416.6,69,,,,mg,E-T1-G82-I327-CA,5545.6,5585.2,mg,,mg_dw,F-T1-G82-I327-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
328,82,1,,120,mg_ww/day,337.3,377.1,422.2,473.5,,,,,mg,E-T1-G82-I328-EP,5558.9,5598.7,mg,,mg_dw,F-T1-G82-I328-EP,,,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
329,83,2,,240,mg_ww/day,316.3,414,558.5,693.2,109,,,,mg,E-T2-G83-I329-CA,5560.2,5648.5,mg,,mg_dw,F-T2-G83-I329-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
330,83,2,,240,mg_ww/day,340.8,477.8,607.1,745.3,,,,,mg,E-T2-G83-I330-EP,5540.6,5619.1,mg,,mg_dw,F-T2-G83-I330-EP,,,mg,,mg_dw,01/02/2022,,09/02/2022,02/02/2022,,,0,,,
331,83,2,,240,mg_ww/day,421,561.7,694.3,810.1,119.7,,,,mg,E-T2-G83-I331-CA,5535.1,5606.8,mg,,mg_dw,F-T2-G83-I331-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
332,83,2,,240,mg_ww/day,326.8,429.4,564.8,704.4,,,,,mg,E-T2-G83-I332-EP,5547.3,5626.5,mg,,mg_dw,F-T2-G83-I332-EP,,,mg,,mg_dw,01/02/2022,,09/02/2022,02/02/2022,,,0,,,
333,84,2,,240,mg_ww/day,263.3,372.3,510.5,640.2,105.4,,,,mg,E-T2-G84-I333-CA,5519.1,5601.6,mg,,mg_dw,F-T2-G84-I333-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
334,84,2,,240,mg_ww/day,327,428.7,580.7,709,,,,,mg,E-T2-G84-I334-EP,5556.2,5637.5,mg,,mg_dw,F-T2-G84-I334-EP,,,mg,,mg_dw,01/02/2022,,09/02/2022,02/02/2022,,,0,,,
335,84,2,,240,mg_ww/day,310.3,401.4,517.1,664.4,105.8,,,,mg,E-T2-G84-I335-CA,5546.1,5644.9,mg,,mg_dw,F-T2-G84-I335-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
336,84,2,,240,mg_ww/day,336.4,454.5,603.8,723.4,,,,,mg,E-T2-G84-I336-EP,5534.4,5616.8,mg,,mg_dw,F-T2-G84-I336-EP,,,mg,,mg_dw,01/02/2022,,09/02/2022,02/02/2022,,,0,,,
337,85,3,,360,mg_ww/day,363.1,531.2,722.1,908.6,136.5,,,,mg,E-T3-G85-I337-CA,5577.6,5711.7,mg,,mg_dw,F-T3-G85-I337-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
338,85,3,,360,mg_ww/day,335.1,502.9,702.1,881.7,,,,,mg,E-T3-G85-I338-EP,5551.3,5668.4,mg,,mg_dw,F-T3-G85-I338-EP,5548.1,5550.8,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
339,85,3,,360,mg_ww/day,298.6,482.1,669,851.4,126.5,,,,mg,E-T3-G85-I339-CA,5529.5,5668.6,mg,,mg_dw,F-T3-G85-I339-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
340,85,3,,360,mg_ww/day,332.2,500.5,692.2,882.1,,,,,mg,E-T3-G85-I340-EP,5545.1,5677.2,mg,,mg_dw,F-T3-G85-I340-EP,,,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
341,86,3,,360,mg_ww/day,368.4,533.5,731.3,919.4,150.3,,,,mg,E-T3-G86-I341-CA,5534.5,5665.6,mg,,mg_dw,F-T3-G86-I341-CA,,,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
342,86,3,,360,mg_ww/day,303.9,465.4,641.8,784.1,,,,,mg,E-T3-G86-I342-EP,5560.3,5705.3,mg,,mg_dw,F-T3-G86-I342-EP,,,mg,,mg_dw,01/02/2022,,09/02/2022,02/02/2022,,,0,,,
343,86,3,,360,mg_ww/day,205.7,352,498.3,643.2,90.3,,,,mg,E-T3-G86-I343-CA,5558.2,5712.4,mg,,mg_dw,F-T3-G86-I343-CA,5546,5563.5,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
344,86,3,,360,mg_ww/day,329.1,476.7,671.8,871.3,,,,,mg,E-T3-G86-I344-EP,5555.1,5659.9,mg,,mg_dw,F-T3-G86-I344-EP,5542.3,5557.6,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
345,87,4,,480,mg_ww/day,387.1,576.9,818.7,1092.2,166.6,,,,mg,E-T4-G87-I345-CA,5541.6,5703.8,mg,,mg_dw,F-T4-G87-I345-CA,5583.3,5609.3,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
346,87,4,,480,mg_ww/day,410.2,582.7,813.9,1007.2,,,,,mg,E-T4-G87-I346-EP,5550.6,5727.4,mg,,mg_dw,F-T4-G87-I346-EP,,,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
347,87,4,,480,mg_ww/day,324.8,493.5,716.9,951.8,155,,,,mg,E-T4-G87-I347-CA,5536.9,5713.1,mg,,mg_dw,F-T4-G87-I347-CA,5548.4,5574.6,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
348,87,4,,480,mg_ww/day,279.6,448.5,653.2,848.7,,,,,mg,E-T4-G87-I348-EP,5560.4,5762.1,mg,,mg_dw,F-T4-G87-I348-EP,5541.1,5573.4,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
349,88,4,,480,mg_ww/day,247.7,444.1,672.1,877.8,126.7,,,,mg,E-T4-G88-I349-CA,5543.1,5733.8,mg,,mg_dw,F-T4-G88-I349-CA,5546.5,5578.2,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
350,88,4,,480,mg_ww/day,302.5,473.6,650.4,883.9,,,,,mg,E-T4-G88-I350-EP,5565.4,5744,mg,,mg_dw,F-T4-G88-I350-EP,5541,5570.6,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
351,88,4,,480,mg_ww/day,321.9,530.7,747.7,967.1,171.8,,,,mg,E-T4-G88-I351-CA,5548.5,5709.1,mg,,mg_dw,F-T4-G88-I351-CA,5536.8,5556.7,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
352,88,4,,480,mg_ww/day,309.7,497.2,713,981.3,,,,,mg,E-T4-G88-I352-EP,5556,5730.1,mg,,mg_dw,F-T4-G88-I352-EP,5541,5563,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
353,89,5,,900,mg_ww/day,297.1,504.2,846.7,1179.6,188.3,,,,mg,E-T5-G89-I353-CA,5559.6,5794,mg,,mg_dw,F-T5-G89-I353-CA,5558.8,5790.4,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
354,89,5,,900,mg_ww/day,311.9,492.9,863,1102.6,,,,,mg,E-T5-G89-I354-EP,5544.7,5779.9,mg,,mg_dw,F-T5-G89-I354-EP,5533,5770.8,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
355,89,5,,900,mg_ww/day,359.6,591.8,992.3,1295.7,219.3,,,,mg,E-T5-G89-I355-CA,5559.8,5852.3,mg,,mg_dw,F-T5-G89-I355-CA,5553.1,5683.9,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
356,89,5,,900,mg_ww/day,207.6,344,570.1,759.9,,,,,mg,E-T5-G89-I356-EP,5532.2,5712.4,mg,,mg_dw,F-T5-G89-I356-EP,5563.5,5907,mg,,mg_dw,01/02/2022,,,02/02/2022,,,0,,,
357,90,5,,900,mg_ww/day,208.7,393.8,629.2,864.2,144.8,,,,mg,E-T5-G90-I357-CA,5524,5720.9,mg,,mg_dw,F-T5-G90-I357-CA,5577.9,5894.2,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
358,90,5,,900,mg_ww/day,252.8,465.3,737.7,1044.7,,,,,mg,E-T5-G90-I358-EP,5547.7,5783.1,mg,,mg_dw,F-T5-G90-I358-EP,5554.6,5799.5,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
359,90,5,,900,mg_ww/day,279.1,577,810.7,1134.5,167.9,,,,mg,E-T5-G90-I359-CA,5553.1,5785.7,mg,,mg_dw,F-T5-G90-I359-CA,5548.8,5783.5,mg,,mg_dw,01/02/2022,,,02/02/2022,,,1,NA,,
360,90,5,,900,mg_ww/day,292.9,500,880.6,1192.1,,,,,mg,E-T5-G90-I360-EP,5533.8,5753.9,mg,,mg_dw,F-T5-G90-I360-EP,5564.9,5803.6,mg,,mg_dw,01/02/2022,,08/02/2022,02/02/2022,,,0,,,
361,91,1,,120,mg_ww/day,345.3,399.5,,,,,,,mg,E-T1-G91-I361-CA,5551,,mg,,mg_dw,F-T1-G91-I361-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
362,91,1,,120,mg_ww/day,252.4,309.4,,,,,,,mg,E-T1-G91-I362-EP,5542.4,,mg,,mg_dw,F-T1-G91-I362-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
363,91,1,,120,mg_ww/day,518.4,527.4,,,,,,,mg,E-T1-G91-I363-CA,5567.7,,mg,,mg_dw,F-T1-G91-I363-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
364,91,1,,120,mg_ww/day,309.1,331.9,,,,,,,mg,E-T1-G91-I364-EP,5549.1,,mg,,mg_dw,F-T1-G91-I364-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
365,92,1,,120,mg_ww/day,356.2,412.4,,,,,,,mg,E-T1-G92-I365-CA,5527.9,,mg,,mg_dw,F-T1-G92-I365-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
366,92,1,,120,mg_ww/day,308.7,352.3,,,,,,,mg,E-T1-G92-I366-EP,5561.7,,mg,,mg_dw,F-T1-G92-I366-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
367,92,1,,120,mg_ww/day,258.5,298.6,,,,,,,mg,E-T1-G92-I367-CA,5559.9,,mg,,mg_dw,F-T1-G92-I367-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
368,92,1,,120,mg_ww/day,370.2,400.8,,,,,,,mg,E-T1-G92-I368-EP,5559.5,,mg,,mg_dw,F-T1-G92-I368-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
369,93,2,,240,mg_ww/day,301.9,409,,,,,,,mg,E-T2-G93-I369-CA,5546.7,,mg,,mg_dw,F-T2-G93-I369-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
370,93,2,,240,mg_ww/day,345.7,465.4,,,,,,,mg,E-T2-G93-I370-EP,5567,,mg,,mg_dw,F-T2-G93-I370-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
371,93,2,,240,mg_ww/day,195.8,251.2,,,,,,,mg,E-T2-G93-I371-CA,5548.7,,mg,,mg_dw,F-T2-G93-I371-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
372,93,2,,240,mg_ww/day,290.6,420.7,,,,,,,mg,E-T2-G93-I372-EP,5566.9,,mg,,mg_dw,F-T2-G93-I372-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
373,94,2,,240,mg_ww/day,344.2,440.8,,,,,,,mg,E-T2-G94-I373-CA,5551.1,,mg,,mg_dw,F-T2-G94-I373-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
374,94,2,,240,mg_ww/day,331.2,439.8,,,,,,,mg,E-T2-G94-I374-EP,5540.8,,mg,,mg_dw,F-T2-G94-I374-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
375,94,2,,240,mg_ww/day,353.9,446.9,,,,,,,mg,E-T2-G94-I375-CA,5537.7,,mg,,mg_dw,F-T2-G94-I375-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
376,94,2,,240,mg_ww/day,272.4,378.2,,,,,,,mg,E-T2-G94-I376-EP,5532.9,,mg,,mg_dw,F-T2-G94-I376-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
377,95,3,,360,mg_ww/day,269.4,440.4,,,,,,,mg,E-T3-G95-I377-CA,5543.2,,mg,,mg_dw,F-T3-G95-I377-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
378,95,3,,360,mg_ww/day,373.5,515.4,,,,,,,mg,E-T3-G95-I378-EP,5541.5,,mg,,mg_dw,F-T3-G95-I378-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
379,95,3,,360,mg_ww/day,335.5,521.8,,,,,,,mg,E-T3-G95-I379-CA,5551,,mg,,mg_dw,F-T3-G95-I379-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
380,95,3,,360,mg_ww/day,263.3,418,,,,,,,mg,E-T3-G95-I380-EP,5534.9,,mg,,mg_dw,F-T3-G95-I380-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
381,96,3,,360,mg_ww/day,371.9,536.7,,,,,,,mg,E-T3-G96-I381-CA,5565.3,,mg,,mg_dw,F-T3-G96-I381-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
382,96,3,,360,mg_ww/day,241.8,411.5,,,,,,,mg,E-T3-G96-I382-EP,5533,,mg,,mg_dw,F-T3-G96-I382-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
383,96,3,,360,mg_ww/day,352.8,543.9,,,,,,,mg,E-T3-G96-I383-CA,5564.1,,mg,,mg_dw,F-T3-G96-I383-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
384,96,3,,360,mg_ww/day,267.8,435.9,,,,,,,mg,E-T3-G96-I384-EP,5552.3,,mg,,mg_dw,F-T3-G96-I384-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
385,97,4,,480,mg_ww/day,317.9,550.5,,,,,,,mg,E-T4-G97-I385-CA,5550.8,,mg,,mg_dw,F-T4-G97-I385-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
386,97,4,,480,mg_ww/day,380.7,596,,,,,,,mg,E-T4-G97-I386-EP,5550.6,,mg,,mg_dw,F-T4-G97-I386-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
387,97,4,,480,mg_ww/day,205.2,342.4,,,,,,,mg,E-T4-G97-I387-CA,5548.9,,mg,,mg_dw,F-T4-G97-I387-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
388,97,4,,480,mg_ww/day,249.5,470.3,,,,,,,mg,E-T4-G97-I388-EP,5537.2,,mg,,mg_dw,F-T4-G97-I388-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
389,98,4,,480,mg_ww/day,207,421.3,,,,,,,mg,E-T4-G98-I389-CA,5557.2,,mg,,mg_dw,F-T4-G98-I389-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
390,98,4,,480,mg_ww/day,329.7,544.6,,,,,,,mg,E-T4-G98-I390-EP,5551.7,,mg,,mg_dw,F-T4-G98-I390-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
391,98,4,,480,mg_ww/day,315.6,484.8,,,,,,,mg,E-T4-G98-I391-CA,5554.2,,mg,,mg_dw,F-T4-G98-I391-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
392,98,4,,480,mg_ww/day,273.3,435.9,,,,,,,mg,E-T4-G98-I392-EP,5562.8,,mg,,mg_dw,F-T4-G98-I392-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
393,99,5,,900,mg_ww/day,310.5,533.7,,,,,,,mg,E-T5-G99-I393-CA,5567.2,,mg,,mg_dw,F-T5-G99-I393-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
394,99,5,,900,mg_ww/day,317.6,587.4,,,,,,,mg,E-T5-G99-I394-EP,5530.7,,mg,,mg_dw,F-T5-G99-I394-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
395,99,5,,900,mg_ww/day,234,401.7,,,,,,,mg,E-T5-G99-I395-CA,5542,,mg,,mg_dw,F-T5-G99-I395-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
396,99,5,,900,mg_ww/day,352.4,595.5,,,,,,,mg,E-T5-G99-I396-EP,5525.1,,mg,,mg_dw,F-T5-G99-I396-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
397,100,5,,900,mg_ww/day,232.4,443.9,,,,,,,mg,E-T5-G100-I397-CA,5533.7,,mg,,mg_dw,F-T5-G100-I397-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
398,100,5,,900,mg_ww/day,319.4,599.2,,,,,,,mg,E-T5-G100-I398-EP,5542.7,,mg,,mg_dw,F-T5-G100-I398-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
399,100,5,,900,mg_ww/day,377.5,620.3,,,,,,,mg,E-T5-G100-I399-CA,5566.1,,mg,,mg_dw,F-T5-G100-I399-CA,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,1,NA,,
400,100,5,,900,mg_ww/day,207.5,403,,,,,,,mg,E-T5-G100-I400-EP,5523,,mg,,mg_dw,F-T5-G100-I400-EP,,,mg,,mg_dw,08/01/2022,,,09/02/2022,,,0,,,
